Producto_Detalles_Vistos,Cantidad_Actividades_Sesión,Cantidad_Artículos_En_Carro,Cantidad_Artículos_Eliminados_Carro,Cantidad_Visitas_Carro,Confirmaciones_Compra,Inicios_Pago,Vistas_Productos_Carro,Inicios_Sesión_Cliente,Vistas_Páginas,Segmento_Cliente,Abandono_Carro
Si,4,0,0,0,0,0,0,0,0,Cliente Objetivo,Si
No,14,1,0,2,0,2,1,1,7,Cliente Objetivo,Si
Si,2,1,0,0,0,0,0,0,0,Cliente Objetivo,Si
Si,11,2,1,0,1,3,1,1,2,Cliente Objetivo,No
No,5,0,0,0,0,1,4,0,0,Cliente Objetivo,Si
No,8,3,0,0,0,0,1,0,2,Cliente Leal,Si
No,10,5,0,1,0,1,1,0,2,Cliente Leal,Si
No,5,1,0,0,0,0,3,0,0,Cliente Objetivo,Si
No,19,10,4,1,0,1,1,0,2,Cliente No Segmentado,Si
No,5,1,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,3,0,0,0,0,2,1,0,0,Cliente Objetivo,Si
Si,8,3,0,2,0,0,3,0,0,Cliente Leal,Si
No,19,1,0,3,0,4,11,0,0,Cliente Objetivo,Si
Si,4,0,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,7,1,0,0,1,2,1,0,1,Cliente Objetivo,No
No,9,5,0,0,0,1,1,0,2,Cliente Leal,Si
No,8,0,0,4,0,2,0,0,1,Cliente Objetivo,Si
No,2,0,0,0,0,2,0,0,0,Cliente Objetivo,Si
No,1,4,3,1,0,0,0,0,0,Cliente No Segmentado,Si
No,11,3,0,1,1,1,1,1,2,Cliente Leal,No
No,18,3,1,3,0,2,2,1,6,Cliente Leal,Si
No,51,2,0,1,0,0,18,0,24,Cliente Objetivo,Si
Si,13,7,0,1,0,0,4,0,0,Cliente Leal,Si
No,10,0,0,1,0,0,3,0,2,Cliente Objetivo,Si
No,10,1,0,1,0,1,1,0,5,Cliente Objetivo,Si
No,6,0,0,1,0,2,2,0,1,Cliente Objetivo,Si
No,10,5,0,1,0,1,1,0,2,Cliente Leal,Si
No,21,0,0,3,0,1,1,0,13,Cliente Objetivo,Si
No,30,0,0,3,0,5,3,0,7,Cliente Objetivo,Si
No,9,0,0,1,0,1,0,0,3,Cliente Objetivo,Si
No,7,1,0,0,1,1,1,1,1,Cliente Objetivo,No
No,9,1,2,2,0,0,1,0,3,Cliente Objetivo,Si
Si,7,2,0,0,0,0,2,0,1,Cliente Objetivo,Si
Si,17,5,2,1,0,0,6,0,2,Cliente No Segmentado,Si
Si,4,1,1,1,0,0,0,0,1,Cliente Objetivo,Si
No,7,1,0,1,1,3,0,1,0,Cliente Objetivo,No
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,9,1,0,3,0,2,3,0,0,Cliente Objetivo,Si
Si,12,3,2,1,0,0,2,0,2,Cliente No Segmentado,Si
No,10,6,0,0,0,1,1,0,2,Cliente Leal,Si
No,32,6,1,12,1,2,1,1,7,Cliente Leal,No
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,28,9,1,0,0,3,1,1,9,Cliente Leal,Si
Si,31,9,2,4,0,0,4,0,10,Cliente No Segmentado,Si
Si,9,0,0,0,0,0,0,0,2,Cliente Objetivo,Si
No,29,3,0,2,1,1,0,1,2,Cliente Leal,No
No,6,1,0,1,0,1,0,0,3,Cliente Objetivo,Si
No,3,0,0,0,0,1,0,0,2,Cliente Objetivo,Si
No,5,0,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,9,0,0,0,0,0,2,0,4,Cliente Objetivo,Si
No,21,7,0,1,1,1,1,1,8,Cliente Leal,Si
No,3,0,0,0,1,1,0,1,0,Cliente Objetivo,No
No,22,3,0,1,1,1,2,1,9,Cliente Leal,No
No,14,2,2,2,0,1,1,0,5,Cliente No Segmentado,Si
No,29,5,0,1,0,0,23,0,0,Cliente Leal,Si
No,52,7,3,1,0,2,3,2,8,Cliente No Segmentado,Si
Si,38,5,0,1,0,1,0,0,2,Cliente Leal,Si
No,17,5,6,0,0,1,1,0,3,Cliente No Segmentado,Si
No,4,0,0,0,0,3,1,0,0,Cliente Objetivo,Si
No,9,0,0,0,0,3,2,0,4,Cliente Objetivo,Si
No,2,0,0,0,0,2,0,0,0,Cliente Objetivo,Si
No,55,1,0,2,0,0,23,0,0,Cliente Objetivo,Si
Si,8,5,0,0,0,0,1,0,2,Cliente Leal,Si
No,12,4,0,0,0,2,3,0,1,Cliente Leal,Si
Si,19,0,0,4,0,0,1,0,3,Cliente Objetivo,Si
Si,9,1,0,0,0,0,3,0,3,Cliente Objetivo,Si
No,10,2,0,0,0,0,1,0,7,Cliente Objetivo,Si
No,3,0,0,2,0,0,0,0,1,Cliente Objetivo,Si
No,12,0,0,2,0,1,1,0,1,Cliente Objetivo,Si
Si,10,4,4,0,0,0,1,0,0,Cliente No Segmentado,Si
No,15,1,0,3,0,3,6,0,1,Cliente Objetivo,Si
No,11,0,0,2,0,1,1,0,2,Cliente Objetivo,Si
No,5,1,0,1,0,0,1,0,1,Cliente Objetivo,Si
Si,9,2,0,2,0,0,4,0,1,Cliente Objetivo,Si
Si,11,1,0,5,0,1,1,0,2,Cliente Objetivo,Si
No,25,4,0,7,0,1,1,0,4,Cliente Leal,Si
No,7,0,0,2,0,1,2,0,2,Cliente Objetivo,Si
No,16,5,5,2,0,1,1,0,1,Cliente No Segmentado,Si
No,8,3,0,2,0,1,1,0,1,Cliente Leal,Si
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,8,0,0,2,1,2,3,0,0,Cliente Objetivo,No
No,10,1,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,11,2,0,0,1,1,1,1,3,Cliente Objetivo,No
Si,26,4,4,4,0,0,4,0,6,Cliente No Segmentado,Si
No,12,5,0,0,0,0,1,0,3,Cliente Leal,Si
No,18,10,0,4,0,0,2,0,2,Cliente Leal,Si
Si,14,4,2,0,0,0,0,0,4,Cliente No Segmentado,Si
No,29,0,0,1,1,1,1,0,1,Cliente Objetivo,No
Si,7,1,0,2,0,1,1,0,1,Cliente Objetivo,Si
Si,11,2,0,0,0,0,3,0,5,Cliente Objetivo,Si
No,11,0,0,1,0,0,3,0,3,Cliente Objetivo,Si
Si,6,1,1,0,0,0,2,0,2,Cliente Objetivo,Si
No,7,1,0,1,0,1,1,0,3,Cliente Objetivo,Si
Si,6,3,0,0,0,0,1,0,0,Cliente Leal,Si
No,7,2,0,1,1,1,1,0,0,Cliente Objetivo,No
Si,6,1,0,0,0,0,0,0,3,Cliente Objetivo,Si
No,5,0,0,0,0,0,0,0,2,Cliente Objetivo,Si
Si,3,0,0,0,0,0,1,0,0,Cliente Objetivo,Si
Si,2,0,0,0,0,0,0,0,1,Cliente Objetivo,Si
No,4,1,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,10,0,0,0,0,0,1,0,3,Cliente Objetivo,Si
No,35,4,0,4,3,6,13,0,1,Cliente Leal,No
Si,20,10,6,1,0,0,1,0,0,Cliente No Segmentado,Si
No,6,0,0,0,0,1,1,0,3,Cliente Objetivo,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,6,0,0,1,0,1,0,0,3,Cliente Objetivo,Si
No,17,0,0,4,0,3,3,0,1,Cliente Objetivo,Si
No,9,1,0,1,0,0,6,0,0,Cliente Objetivo,Si
Si,19,5,10,0,0,0,1,0,2,Cliente No Segmentado,Si
No,11,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,42,8,5,0,0,0,5,0,16,Cliente No Segmentado,Si
No,5,0,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,10,4,0,0,0,3,1,0,0,Cliente Leal,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,7,1,0,0,0,1,1,1,2,Cliente Objetivo,Si
No,15,7,0,1,0,1,2,1,1,Cliente Leal,Si
No,40,9,9,8,1,1,2,1,6,Cliente No Segmentado,No
No,9,3,0,1,0,0,2,0,1,Cliente Leal,Si
No,19,8,0,1,1,1,3,1,3,Cliente Leal,No
No,7,3,0,0,0,1,1,0,2,Cliente Leal,Si
No,3,0,0,2,0,0,1,0,0,Cliente Objetivo,Si
No,12,4,2,0,0,0,2,0,3,Cliente No Segmentado,Si
No,6,2,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,28,0,0,6,4,4,14,0,0,Cliente Objetivo,No
Si,7,3,0,0,0,0,2,0,1,Cliente Leal,Si
Si,18,3,0,3,0,0,7,0,3,Cliente Leal,Si
No,4,0,0,1,0,1,0,1,1,Cliente Objetivo,Si
No,8,2,0,0,0,2,2,0,2,Cliente Objetivo,Si
No,22,5,0,2,0,0,10,0,1,Cliente Leal,Si
No,12,0,0,1,0,1,0,0,10,Cliente Objetivo,Si
Si,16,10,3,1,0,0,1,0,1,Cliente No Segmentado,Si
No,26,5,2,3,0,0,1,0,7,Cliente No Segmentado,Si
Si,5,1,0,1,0,0,2,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,2,0,0,Cliente Objetivo,Si
No,9,5,0,2,0,0,2,0,0,Cliente Leal,Si
No,1,0,0,1,0,0,0,0,0,Cliente Objetivo,Si
No,11,2,0,1,0,2,4,0,0,Cliente Objetivo,Si
No,6,0,0,1,1,1,0,0,3,Cliente Objetivo,No
No,8,3,0,1,0,1,1,0,2,Cliente Leal,Si
No,8,3,1,0,0,0,1,0,2,Cliente Leal,Si
Si,24,6,4,1,0,0,3,0,7,Cliente No Segmentado,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
Si,14,4,0,3,1,1,14,0,0,Cliente Leal,No
No,14,6,0,1,0,2,1,0,2,Cliente Leal,Si
No,7,1,0,0,0,1,4,0,1,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,22,7,2,2,1,1,2,1,3,Cliente No Segmentado,No
No,12,3,1,0,0,0,1,0,7,Cliente Leal,Si
Si,5,1,1,1,0,0,1,0,1,Cliente Objetivo,Si
Si,16,8,6,0,0,0,1,0,1,Cliente No Segmentado,Si
Si,14,8,0,1,0,0,1,0,1,Cliente Leal,Si
Si,5,3,0,0,0,0,1,0,0,Cliente Leal,Si
No,7,0,0,0,0,1,5,0,1,Cliente Objetivo,Si
No,6,0,0,1,1,1,0,0,3,Cliente Objetivo,No
Si,7,1,0,0,0,1,0,0,5,Cliente Objetivo,Si
No,5,1,0,1,0,2,1,0,0,Cliente Objetivo,Si
Si,22,2,0,0,0,1,0,0,2,Cliente Objetivo,Si
No,18,9,0,0,0,2,2,0,3,Cliente Leal,Si
No,14,2,1,2,1,1,0,1,6,Cliente Objetivo,Si
No,11,0,0,0,0,0,1,0,3,Cliente Objetivo,Si
No,22,0,0,1,0,0,6,0,0,Cliente Objetivo,Si
No,10,0,0,5,0,1,4,0,0,Cliente Objetivo,Si
Si,5,0,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,6,1,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,4,0,0,1,0,1,0,0,1,Cliente Objetivo,Si
Si,57,0,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,17,0,0,0,0,2,2,0,9,Cliente Objetivo,Si
No,13,2,1,2,0,3,0,0,5,Cliente Objetivo,Si
Si,23,4,2,5,1,3,0,0,8,Cliente No Segmentado,Si
No,11,6,0,0,0,1,1,0,3,Cliente Leal,Si
No,2,0,0,2,0,0,0,0,0,Cliente Objetivo,Si
No,2,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,11,2,0,1,1,1,1,1,2,Cliente Objetivo,Si
Si,7,1,0,1,0,1,1,1,1,Cliente Objetivo,Si
No,4,1,0,0,0,1,0,0,2,Cliente Objetivo,Si
No,29,9,3,4,1,1,3,1,4,Cliente No Segmentado,No
No,12,2,0,2,0,0,1,0,5,Cliente Objetivo,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,13,4,0,2,1,1,0,1,3,Cliente Leal,No
Si,3,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
Si,6,1,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,28,8,0,1,1,1,2,1,13,Cliente Leal,No
No,1,0,0,1,0,0,0,0,0,Cliente Objetivo,Si
No,3,0,0,1,1,1,0,0,0,Cliente Objetivo,No
Si,6,3,0,1,0,0,0,0,2,Cliente Leal,Si
No,23,9,6,1,1,1,1,1,1,Cliente No Segmentado,No
Si,9,1,2,1,0,2,1,0,1,Cliente Objetivo,Si
Si,13,3,0,4,0,2,2,0,2,Cliente Leal,Si
No,10,2,1,0,0,2,1,0,4,Cliente Objetivo,Si
No,14,9,0,1,0,1,1,0,1,Cliente Leal,Si
Si,4,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,12,1,0,2,0,0,6,0,2,Cliente Objetivo,Si
No,16,0,0,3,0,3,2,0,4,Cliente Objetivo,Si
No,7,0,0,2,0,1,3,0,1,Cliente Objetivo,Si
No,10,1,1,3,0,0,3,0,2,Cliente Objetivo,Si
Si,10,7,0,1,0,0,1,0,1,Cliente Leal,Si
No,23,2,0,2,1,2,0,0,4,Cliente Objetivo,No
Si,15,8,3,1,0,0,1,0,1,Cliente No Segmentado,Si
No,13,5,0,0,0,1,4,0,0,Cliente Leal,Si
No,20,2,0,2,0,6,0,3,6,Cliente Objetivo,Si
No,12,2,0,1,1,4,3,0,1,Cliente Objetivo,No
Si,2,1,0,0,0,0,0,0,0,Cliente Objetivo,Si
No,6,1,0,1,0,2,0,1,1,Cliente Objetivo,Si
No,11,1,0,3,1,1,0,0,3,Cliente Objetivo,No
Si,17,6,0,1,1,1,1,0,7,Cliente Leal,No
No,5,1,0,0,0,1,1,0,2,Cliente Objetivo,Si
Si,52,0,0,4,0,0,7,0,5,Cliente Objetivo,Si
No,13,2,0,2,0,2,1,0,6,Cliente Objetivo,Si
No,8,0,0,0,0,2,1,0,4,Cliente Objetivo,Si
Si,3,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,7,1,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,22,6,7,6,0,1,0,1,0,Cliente No Segmentado,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,8,3,0,0,0,0,1,0,3,Cliente Leal,Si
No,8,2,0,2,1,1,0,1,1,Cliente Objetivo,No
Si,10,2,0,3,0,1,1,0,3,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,9,6,0,0,0,0,2,0,0,Cliente Leal,Si
No,28,7,0,5,0,0,4,0,6,Cliente Leal,Si
No,4,1,0,0,0,1,1,1,0,Cliente Objetivo,Si
No,8,2,0,3,0,1,0,0,2,Cliente Objetivo,Si
No,4,1,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,17,7,0,2,0,1,3,1,2,Cliente Leal,Si
No,10,1,2,2,1,1,1,0,1,Cliente Objetivo,No
No,4,1,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,9,1,0,1,1,1,1,1,2,Cliente Objetivo,No
No,6,1,0,0,1,2,1,0,0,Cliente Objetivo,No
No,10,2,0,0,0,1,1,0,4,Cliente Objetivo,Si
No,9,1,0,2,0,1,1,0,1,Cliente Objetivo,Si
No,11,6,0,1,0,1,1,0,2,Cliente Leal,Si
No,19,11,0,4,0,0,3,0,1,Cliente Leal,Si
No,8,1,0,0,0,3,0,2,2,Cliente Objetivo,Si
No,5,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,18,7,4,1,1,1,1,1,1,Cliente No Segmentado,No
Si,5,1,0,1,0,1,0,1,1,Cliente Objetivo,Si
No,5,1,0,0,1,1,1,0,1,Cliente Objetivo,No
No,14,7,0,2,0,1,1,0,3,Cliente Leal,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
Si,6,3,0,1,0,0,1,0,1,Cliente Leal,Si
No,9,6,0,0,0,0,0,0,3,Cliente Leal,Si
No,15,10,0,1,1,1,1,0,0,Cliente Leal,No
Si,16,6,4,1,0,1,1,0,2,Cliente No Segmentado,Si
Si,10,4,1,0,0,0,2,0,2,Cliente Leal,Si
No,12,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,17,4,0,2,2,4,3,0,2,Cliente Leal,No
Si,16,10,1,2,0,0,1,0,2,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,6,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
Si,4,1,0,0,0,0,0,0,3,Cliente Objetivo,Si
No,12,7,0,1,0,0,2,0,2,Cliente Leal,Si
No,13,5,0,0,0,2,4,0,2,Cliente Leal,Si
No,11,4,0,0,1,1,2,1,1,Cliente Leal,No
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,26,1,0,3,0,1,4,1,12,Cliente Objetivo,Si
Si,7,1,0,0,0,0,3,0,1,Cliente Objetivo,Si
Si,8,3,0,0,0,0,0,0,4,Cliente Leal,Si
Si,10,2,0,2,0,1,2,0,3,Cliente Objetivo,Si
No,14,2,0,0,0,2,1,0,7,Cliente Objetivo,Si
Si,16,9,0,1,0,0,1,0,3,Cliente Leal,Si
Si,6,2,0,0,0,0,0,0,3,Cliente Objetivo,Si
Si,3,1,0,1,0,0,0,0,0,Cliente Objetivo,Si
Si,15,7,4,0,0,0,1,0,3,Cliente No Segmentado,Si
No,11,4,0,1,0,1,1,0,3,Cliente Leal,Si
Si,14,6,0,3,0,0,1,0,1,Cliente Leal,Si
No,19,6,0,3,0,0,8,0,2,Cliente Leal,Si
No,7,2,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,9,3,0,3,0,0,1,0,1,Cliente Leal,Si
No,5,1,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,6,1,0,1,1,1,1,1,0,Cliente Objetivo,No
No,7,1,0,2,0,1,0,1,2,Cliente Objetivo,Si
Si,27,11,2,0,0,0,1,0,8,Cliente No Segmentado,Si
No,18,1,1,5,0,0,0,0,7,Cliente Objetivo,Si
No,24,2,0,0,0,1,19,0,0,Cliente Objetivo,Si
Si,8,1,0,4,0,2,0,0,1,Cliente Objetivo,Si
No,7,1,0,3,0,1,0,0,2,Cliente Objetivo,Si
No,5,1,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,9,4,0,1,0,1,1,0,1,Cliente Leal,Si
No,5,0,0,1,0,1,2,0,1,Cliente Objetivo,Si
No,6,0,0,2,0,1,1,0,2,Cliente Objetivo,Si
Si,9,2,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,10,3,0,3,0,1,1,0,2,Cliente Leal,Si
No,13,3,0,1,0,2,2,1,2,Cliente Leal,Si
Si,8,1,0,0,0,0,2,0,3,Cliente Objetivo,Si
No,5,0,0,2,0,0,3,0,0,Cliente Objetivo,Si
No,2,0,0,0,0,1,1,0,0,Cliente Objetivo,Si
No,10,3,0,0,0,2,1,1,1,Cliente Leal,Si
No,1,0,0,1,0,0,0,0,0,Cliente Objetivo,Si
Si,13,6,0,2,0,0,2,0,1,Cliente Leal,Si
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,4,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,5,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,10,0,0,0,0,2,8,0,0,Cliente Objetivo,Si
No,10,3,0,0,1,1,1,1,2,Cliente Leal,No
Si,9,4,1,3,0,0,0,0,1,Cliente Leal,Si
No,8,4,0,0,0,0,1,0,2,Cliente Leal,Si
No,20,2,0,0,0,0,0,0,5,Cliente Objetivo,Si
Si,11,1,3,0,0,0,2,0,5,Cliente No Segmentado,Si
No,6,3,0,1,0,1,0,0,1,Cliente Leal,Si
No,23,0,0,1,1,2,4,0,2,Cliente Objetivo,No
No,13,2,0,2,1,1,2,1,4,Cliente Objetivo,No
Si,5,2,1,0,0,1,0,0,0,Cliente Objetivo,Si
No,7,1,0,0,0,3,2,0,1,Cliente Objetivo,Si
Si,15,3,0,3,0,0,8,0,0,Cliente Leal,Si
No,4,1,0,0,0,1,2,0,0,Cliente Objetivo,Si
Si,14,1,0,0,0,0,3,0,4,Cliente Objetivo,Si
Si,29,10,0,2,0,3,3,0,11,Cliente Leal,Si
Si,8,0,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,5,0,0,0,0,2,2,0,1,Cliente Objetivo,Si
No,4,0,0,1,0,0,2,0,1,Cliente Objetivo,Si
No,12,0,0,1,1,1,9,0,0,Cliente Objetivo,No
No,7,1,0,0,1,1,1,1,1,Cliente Objetivo,Si
No,10,2,2,3,0,0,1,0,0,Cliente No Segmentado,Si
No,10,4,0,0,0,0,3,0,0,Cliente Leal,Si
No,14,4,0,4,0,1,1,1,2,Cliente Leal,Si
No,6,2,0,0,0,1,1,0,2,Cliente Objetivo,Si
Si,26,7,6,1,0,0,1,0,5,Cliente No Segmentado,Si
No,16,8,0,2,0,1,3,0,2,Cliente Leal,Si
Si,5,2,0,0,0,1,1,0,1,Cliente Objetivo,Si
Si,19,8,0,1,0,1,8,0,0,Cliente Leal,Si
No,2,0,0,0,1,1,0,0,0,Cliente Objetivo,No
No,3,0,0,1,0,0,2,0,0,Cliente Objetivo,Si
No,49,2,5,4,0,1,0,1,3,Cliente No Segmentado,Si
No,8,0,0,2,0,0,6,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,2,1,0,0,Cliente Objetivo,Si
No,17,3,4,1,1,2,3,0,0,Cliente No Segmentado,No
No,11,6,0,1,0,1,1,0,2,Cliente Leal,Si
No,6,1,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,14,0,0,5,0,3,5,0,1,Cliente Objetivo,Si
No,8,3,0,1,0,1,1,0,2,Cliente Leal,Si
No,27,0,0,0,1,2,0,0,2,Cliente Objetivo,No
No,7,0,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,10,1,0,0,0,4,4,0,1,Cliente Objetivo,Si
No,19,2,0,2,0,2,3,0,2,Cliente Objetivo,Si
No,16,5,0,9,0,0,1,0,1,Cliente Leal,Si
No,7,1,1,1,0,0,0,0,3,Cliente Objetivo,Si
No,7,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,9,1,0,1,0,0,4,0,3,Cliente Objetivo,Si
Si,10,0,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,11,0,0,3,0,3,3,0,1,Cliente Objetivo,Si
No,12,5,0,2,0,2,2,1,0,Cliente Leal,Si
No,13,5,0,1,0,1,1,1,2,Cliente Leal,Si
Si,3,0,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,4,0,0,1,1,1,0,1,0,Cliente Objetivo,Si
Si,6,3,0,0,0,0,0,0,2,Cliente Leal,Si
No,15,6,0,2,1,3,1,0,2,Cliente Leal,No
Si,12,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
No,7,1,0,0,1,2,1,0,2,Cliente Objetivo,No
No,10,4,0,2,0,1,1,0,2,Cliente Leal,Si
Si,2,1,0,0,0,0,1,0,0,Cliente Objetivo,Si
No,21,3,0,1,0,3,8,0,0,Cliente Leal,Si
No,6,0,0,2,1,1,0,0,1,Cliente Objetivo,No
Si,12,1,0,1,2,1,5,0,1,Cliente Objetivo,No
No,6,1,0,1,0,2,0,0,2,Cliente Objetivo,Si
No,7,0,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,11,6,0,2,0,0,3,0,0,Cliente Leal,Si
No,12,8,0,0,0,1,1,0,2,Cliente Leal,Si
No,20,2,10,1,0,2,1,0,4,Cliente No Segmentado,Si
No,9,4,0,1,0,0,2,0,0,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,5,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
Si,14,2,0,1,0,0,2,0,7,Cliente Objetivo,Si
No,2,1,0,0,0,6,0,1,7,Cliente Objetivo,Si
No,5,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,12,3,0,0,1,3,0,1,4,Cliente Leal,No
No,11,0,0,2,0,0,2,0,2,Cliente Objetivo,Si
Si,4,1,0,0,0,1,1,0,0,Cliente Objetivo,Si
Si,32,2,2,2,0,0,6,0,17,Cliente No Segmentado,Si
No,35,8,1,10,0,2,5,1,5,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,9,1,2,2,1,1,0,0,2,Cliente Objetivo,No
No,9,1,0,0,0,1,4,0,0,Cliente Objetivo,Si
No,45,4,0,1,0,1,24,0,1,Cliente Leal,Si
No,13,0,0,5,0,1,6,0,0,Cliente Objetivo,Si
Si,12,7,2,0,0,0,1,0,1,Cliente No Segmentado,Si
Si,17,6,2,0,0,0,1,0,2,Cliente No Segmentado,Si
No,14,2,0,0,0,1,2,1,4,Cliente Objetivo,Si
Si,9,2,0,0,0,2,2,0,3,Cliente Objetivo,Si
Si,9,2,2,2,0,0,1,0,2,Cliente No Segmentado,Si
No,16,1,0,1,1,1,11,0,0,Cliente Objetivo,No
No,21,4,0,1,0,1,3,1,8,Cliente Leal,Si
No,4,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,10,1,0,1,0,0,1,0,3,Cliente Objetivo,Si
No,4,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,6,0,0,1,0,1,1,1,2,Cliente Objetivo,Si
No,7,1,0,1,0,3,0,1,1,Cliente Objetivo,Si
No,19,10,3,0,0,0,2,0,3,Cliente No Segmentado,Si
No,6,0,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,11,4,1,0,1,1,1,1,2,Cliente Leal,No
Si,4,1,0,1,0,1,0,0,1,Cliente Objetivo,Si
No,1,0,0,1,0,0,0,0,0,Cliente Objetivo,Si
No,11,6,0,1,0,1,2,0,1,Cliente Leal,Si
No,1,2,0,0,3,2,1,1,1,Cliente Objetivo,No
Si,3,1,1,0,0,0,0,0,1,Cliente Objetivo,Si
No,6,0,0,2,0,1,3,0,0,Cliente Objetivo,Si
Si,4,1,0,0,0,1,2,0,0,Cliente Objetivo,Si
No,7,0,0,2,0,2,3,0,0,Cliente Objetivo,Si
Si,13,4,0,2,0,0,5,0,1,Cliente Leal,Si
No,17,4,1,2,0,2,1,0,6,Cliente Leal,Si
Si,4,1,0,2,0,0,0,0,1,Cliente Objetivo,Si
No,17,11,0,1,1,1,1,1,0,Cliente Leal,No
Si,3,0,1,1,0,0,0,0,1,Cliente Objetivo,Si
No,19,0,0,1,0,0,1,0,9,Cliente Objetivo,Si
Si,13,6,4,1,0,0,0,0,2,Cliente No Segmentado,Si
No,11,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,15,7,0,3,1,2,1,0,1,Cliente Leal,No
No,9,1,0,1,1,2,1,1,1,Cliente Objetivo,No
No,31,3,3,4,0,1,6,1,9,Cliente No Segmentado,Si
No,6,0,0,3,0,1,2,0,0,Cliente Objetivo,Si
No,15,9,1,1,0,1,1,0,2,Cliente Leal,Si
Si,5,1,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,24,11,2,1,1,2,2,1,3,Cliente No Segmentado,No
No,9,0,0,1,0,0,2,0,2,Cliente Objetivo,Si
Si,7,2,0,0,0,1,4,0,0,Cliente Objetivo,Si
No,5,0,0,1,0,1,3,0,0,Cliente Objetivo,Si
No,7,0,0,0,0,2,1,1,3,Cliente Objetivo,Si
No,14,6,0,0,1,1,1,1,2,Cliente Leal,Si
No,1,4,21,2,0,3,4,1,8,Cliente No Segmentado,Si
No,7,2,0,1,0,1,1,0,2,Cliente Objetivo,Si
